algo,score,time,result
1,16,17.67959976196289,lose
1,54,34.230674743652344,lose
1,47,44.01008367538452,lose
1,34,51.97884178161621,lose
1,2,55.77129411697388,lose
1,3,62.08755683898926,lose
1,2,64.09037375450134,lose
1,5,70.89358162879944,lose
1,2,77.43002128601074,lose
1,31,7.958236217498779,lose
1,16,14.534729957580566,lose
1,6,16.777771949768066,lose
1,65,35.08644938468933,lose
1,43,49.399983167648315,lose
1,2,53.62733507156372,lose
1,2,56.51296257972717,lose
1,1,59.42661499977112,lose
1,2,66.2032880783081,lose
1,9,2.695456027984619,lose
1,27,9.778393507003784,lose
1,102,27.496496438980103,lose
1,15,32.13770294189453,lose
1,84,29.876615047454834,lose
1,19,38.93534541130066,lose
1,21,46.16892957687378,lose
1,66,13.686935901641846,lose
1,19,21.578608512878418,lose
1,36,30.459180116653442,lose
1,22,36.26546049118042,lose
1,14,39.82218956947327,lose
1,9,46.87159538269043,lose
1,3,51.543335914611816,lose
1,1,55.34078311920166,lose
1,6,60.870317697525024,lose
1,1,67.42226195335388,lose
1,2,73.42522048950195,lose
1,2,80.96457123756409,lose
1,2,87.15218997001648,lose
1,2,93.02402663230896,lose
1,2,102.43908500671387,lose
1,2,106.24854469299316,lose
1,2,114.23330044746399,lose
1,2,115.1421251296997,lose
1,2,117.16896533966064,lose
1,2,119.30390310287476,lose
1,2,127.27365708351135,lose
1,2,130.14626026153564,lose
1,2,137.47241854667664,lose
1,2,142.6801483631134,lose
1,2,142.92687702178955,lose
1,2,149.258633852005,lose
1,2,155.13847160339355,lose
1,2,156.70589399337769,lose
1,2,161.90363192558289,lose
1,2,171.05443477630615,lose
1,9,5.610095977783203,lose
1,27,14.08030104637146,lose
1,34,24.273062229156494,lose
1,8,26.44003677368164,lose
1,40,40.233567237854004,lose
1,5,2.3521368503570557,lose
1,4,3.504183053970337,lose
1,15,9.441082239151001,lose
1,21,15.11523699760437,lose
1,152,53.11478233337402,lose
1,9,60.52200126647949,lose
1,4,63.561769247055054,lose
1,8,72.45534610748291,lose
1,3,75.00267291069031,lose
1,21,9.808424472808838,lose
1,11,7.846635103225708,lose
1,7,14.087304592132568,lose
1,4,16.95441460609436,lose
1,2,22.14612913131714,lose
1,3,23.95977807044983,lose
1,9,5.8212785720825195,lose
1,3,11.023510456085205,lose
1,6,6.702654600143433,lose
1,25,10.58512020111084,lose
1,16,15.776837587356567,lose
1,73,31.64225459098816,lose
1,12,34.46282911300659,lose
1,38,49.47246074676514,lose
1,8,55.26874017715454,lose
1,3,61.162583112716675,lose
1,2,66.32226943969727,lose
1,3,74.09885334968567,lose
1,2,83.1115312576294,lose
1,3,92.63370132446289,lose
1,14,6.759641647338867,lose
1,33,14.458635807037354,lose
1,13,6.423352003097534,lose
1,5,7.436277151107788,lose
1,20,14.964107513427734,lose
1,116,40.97124361991882,lose
1,64,58.17338848114014,lose
1,3,64.27792596817017,lose
1,2,66.49594140052795,lose
1,2,71.27378606796265,lose
1,2,74.29553031921387,lose
1,2,82.27828741073608,lose
1,2,90.60635471343994,lose
1,2,96.11235785484314,lose
1,2,100.97629737854004,lose
1,11,6.046488046646118,lose
1,4,7.2971436977386475,lose
1,10,9.53317379951477,lose
1,27,16.385383129119873,lose
1,20,23.87369203567505,lose
1,2,31.38502049446106,lose
1,7,37.754310607910156,lose
1,0,37.80335521697998,lose
1,2,38.29480266571045,lose
1,1,38.704174518585205,lose
1,3,42.91401267051697,lose
1,2,50.43433117866516,lose
1,15,7.905680894851685,lose
1,13,13.754992246627808,lose
1,33,22.4033625125885,lose
1,18,29.794581174850464,lose
1,54,44.00800633430481,lose
1,4,46.81854867935181,lose
1,2,47.2979838848114,lose
1,2,50.18711447715759,lose
1,2,56.84016132354736,lose
1,2,59.53011775016785,lose
1,2,62.082427740097046,lose
1,2,66.0580403804779,lose
1,2,71.20822811126709,lose
1,2,76.54007053375244,lose
1,2,81.09872126579285,lose
1,10,3.261965274810791,lose
1,72,28.93379545211792,lose
1,13,3.8845272064208984,lose
1,2,4.457045793533325,lose
1,2,4.7102766036987305,lose
1,2,4.959503650665283,lose
1,18,7.994765043258667,lose
1,8,12.451818943023682,lose
1,2,17.983341693878174,lose
1,3,23.117003917694092,lose
1,2,26.460041761398315,lose
1,1,26.61218023300171,lose
1,2,33.27273368835449,lose
1,2,37.6226909160614,lose
1,2,42.97304701805115,lose
1,2,49.18819785118103,lose
1,2,57.07135891914368,lose
1,1,57.41668748855591,lose
1,2,58.235416412353516,lose
1,2,61.78414344787598,lose
1,2,64.65475082397461,lose
1,2,68.00680184364319,lose
1,2,72.02795124053955,lose
1,2,77.7111132144928,lose
1,2,80.27294397354126,lose
1,2,83.62498998641968,lose
1,2,89.63244867324829,lose
1,2,91.20237946510315,lose
1,2,97.19282627105713,lose
1,2,101.42316579818726,lose
1,2,107.48268222808838,lose
1,2,108.8479106426239,lose
1,2,112.1213915348053,lose
1,2,113.33549356460571,lose
1,2,115.7006413936615,lose
1,2,121.53593182563782,lose
1,2,127.37574434280396,lose
1,2,130.05917191505432,lose
1,2,135.93301224708557,lose
1,10,11.544988632202148,win
1,10,4.881433010101318,win
1,10,8.504242420196533,win
1,10,6.824705123901367,win
1,10,18.295637130737305,win
1,10,25.82799482345581,win
1,10,3.6062734127044678,win
1,10,32.55709767341614,win
1,10,2.5372986793518066,win
1,3,1.426295518875122,lose
1,0,1.4763412475585938,lose
1,8,3.495173454284668,lose
1,7,5.184709548950195,lose
1,13,7.187039136886597,lose
1,2,8.10187816619873,lose
1,6,10.50605320930481,lose
1,2,12.097490787506104,lose
1,2,12.794122457504272,lose
1,7,15.635703086853027,lose
1,2,17.33775544166565,lose
1,2,19.383612394332886,lose
1,2,20.965047597885132,lose
1,2,22.867775678634644,lose
1,2,25.243940353393555,lose
1,2,26.81936264038086,lose
1,2,29.062914609909058,lose
1,2,30.218964099884033,lose
1,2,31.13679027557373,lose
1,2,32.708221435546875,lose
1,2,34.19456720352173,lose
1,2,36.233418464660645,lose
1,2,37.2703595161438,lose
1,2,39.31071734428406,lose
1,2,39.89124274253845,lose
1,2,41.46167016029358,lose
1,2,43.014079570770264,lose
1,2,44.37831783294678,lose
1,2,46.61134457588196,lose
1,1,46.761481523513794,lose
1,2,48.136242151260376,lose
1,2,50.034961223602295,lose
1,2,51.610390424728394,lose
1,2,52.76043462753296,lose
1,2,53.91548418998718,lose
1,2,56.15251588821411,lose
1,2,57.51275134086609,lose
1,2,59.07867884635925,lose
1,2,60.5630419254303,lose
1,7,23.167977809906006,lose
1,8,25.3569655418396,lose
1,11,27.373287200927734,lose
1,12,29.39012908935547,lose
1,14,33.76209211349487,lose
1,2,35.01823306083679,lose
1,2,36.92697477340698,lose
1,1,0.299271821975708,lose
1,13,12.359710454940796,lose
1,7,14.02822732925415,lose
1,19,10.432959794998169,lose
1,3,11.240708351135254,lose
1,1,11.392830848693848,lose
1,1,11.543968677520752,lose
1,6,19.47165036201477,lose
1,2,21.04407811164856,lose
1,2,21.74071764945984,lose
1,2,22.892771244049072,lose
1,2,24.477196216583252,lose
1,2,26.030622720718384,lose
1,2,26.93042516708374,lose
1,2,28.49435043334961,lose
1,2,29.7254695892334,lose
1,8,12.932219505310059,lose
1,7,16.842267990112305,lose
1,3,18.155459880828857,lose
1,1,3.8234848976135254,win
1,1,6.594498634338379,win
1,1,7.948721647262573,win
1,1,9.053725242614746,win
1,0,10.737269401550293,lose
1,1,10.788301706314087,win
1,0,12.026439666748047,lose
1,0,12.942272663116455,lose
1,0,14.087305068969727,lose
1,0,14.240451574325562,lose
1,0,15.159271717071533,lose
1,0,15.650718450546265,lose
1,0,18.473787784576416,lose
1,0,19.627835750579834,lose
1,0,19.774969577789307,lose
1,0,21.814821243286133,lose
1,0,23.183064222335815,lose
1,0,23.889704704284668,lose
1,0,25.371050357818604,lose
1,0,26.52309823036194,lose
1,0,28.101036548614502,lose
1,0,29.02187204360962,lose
1,0,29.07191753387451,lose
1,1,1.4963610172271729,win
1,1,4.188803434371948,win
1,0,5.090637922286987,lose
1,0,7.170016765594482,lose
1,0,8.758475065231323,lose
1,0,11.580021619796753,lose
1,0,13.819054365158081,lose
1,0,14.515693664550781,lose
1,0,15.8919358253479,lose
1,0,17.94030261039734,lose
1,0,19.50572967529297,lose
1,0,21.747758388519287,lose
1,1,21.849850177764893,win
1,0,23.087974309921265,lose
1,0,24.66440773010254,lose
1,0,26.90644335746765,lose
1,1,26.955487728118896,win
1,0,26.987523794174194,win
1,0,28.366273164749146,lose
1,0,29.942719221115112,lose
1,1,1.4603195190429688,win
1,0,4.361963510513306,lose
1,0,6.39330530166626,lose
1,0,7.5463526248931885,lose
1,0,7.797581911087036,lose
1,0,7.848628044128418,lose
1,0,10.756273984909058,lose
1,0,14.011236667633057,lose
1,0,16.05308437347412,lose
1,0,16.87532687187195,lose
1,0,18.12946581840515,lose
1,0,20.361491680145264,lose
1,0,20.938016653060913,lose
1,0,21.75475764274597,lose
1,0,24.325098752975464,lose
1,0,24.376137018203735,lose
1,0,24.52827477455139,lose
1,0,28.43633508682251,lose
1,0,30.33105778694153,lose
1,0,30.48220181465149,lose
1,0,31.069721221923828,lose
1,0,32.30584454536438,lose
1,0,34.238598346710205,lose
1,0,34.271628618240356,win
1,0,34.973265409469604,lose
1,0,35.8720977306366,lose
1,0,38.129637479782104,lose
1,0,38.17868185043335,lose
1,1,38.27376866340637,win
1,0,39.1986083984375,lose
1,0,39.34374022483826,lose
1,0,41.06030511856079,lose
1,0,41.09234118461609,win
1,0,41.57276368141174,lose
1,0,44.1731390953064,lose
1,0,44.20616865158081,win
1,0,44.69359588623047,lose
1,0,45.73153781890869,lose
1,0,47.55119872093201,lose
1,0,48.038633584976196,lose
1,0,48.619667053222656,lose
1,0,50.8607017993927,lose
1,0,51.90064573287964,lose
1,0,53.467068910598755,lose
1,0,54.621116638183594,lose
1,0,54.67416501045227,lose
1,0,3.4561355113983154,lose
1,1,4.0657055377960205,win
1,1,7.732527256011963,win
1,0,8.64035177230835,lose
1,1,8.910597801208496,win
1,0,8.961644411087036,lose
1,0,9.20587968826294,lose
1,0,10.54908275604248,lose
1,0,12.913230180740356,lose
1,0,14.626794338226318,lose
1,0,16.19220757484436,lose
1,0,18.563876152038574,lose
1,0,20.79290246963501,lose
1,0,21.49152946472168,lose
1,0,21.523558378219604,win
1,0,23.416276454925537,lose
1,0,23.905736923217773,lose
1,0,24.37714958190918,lose
1,0,26.420008897781372,lose
1,0,28.32223868370056,lose
1,0,28.376287937164307,lose
1,0,30.195939779281616,lose
1,0,0.37333130836486816,lose
1,1,0.469419002532959,win
1,0,0.6205565929412842,lose
1,0,3.974609136581421,lose
1,0,7.985772371292114,lose
1,0,13.89112138748169,lose
1,0,17.704089641571045,lose
1,0,18.28463339805603,lose
1,0,20.061230659484863,lose
1,0,21.430476903915405,lose
1,0,23.98581075668335,lose
1,0,25.01573920249939,lose
1,0,26.264873027801514,lose
1,0,26.3159122467041,lose
1,0,28.023971557617188,lose
1,0,28.50540852546692,lose
1,0,29.470285177230835,lose
1,0,29.618419885635376,lose
1,0,31.631247997283936,lose
1,0,33.51395845413208,lose
1,0,34.416794300079346,lose
1,0,0.3072781562805176,lose
1,0,2.478245496749878,lose
1,0,3.1848883628845215,lose
1,0,5.359863519668579,lose
1,0,9.250882148742676,lose
1,0,13.825044393539429,lose
1,1,16.173178672790527,win
1,1,16.441414833068848,win
1,1,18.27058219909668,win
1,0,18.32162857055664,lose
1,0,18.563849449157715,lose
1,0,18.597880601882935,win
1,0,19.500699520111084,lose
1,0,23.649465799331665,lose
1,0,25.00469732284546,lose
1,0,26.043640851974487,lose
1,0,26.28686237335205,lose
1,1,26.33790898323059,win
1,0,26.389955759048462,lose
1,1,26.436005115509033,win
1,0,28.135053396224976,lose
1,0,28.166088819503784,win
1,0,30.743412733078003,lose
1,0,32.30383062362671,lose
1,1,32.35487723350525,win
1,0,33.03749632835388,lose
1,0,1.5604300498962402,lose
1,0,5.9193902015686035,lose
1,1,6.8537278175354,win
1,0,8.436166286468506,lose
1,1,9.038712978363037,win
1,0,11.708139657974243,lose
1,0,13.746991395950317,lose
1,0,15.658727407455444,lose
1,0,17.902271032333374,lose
1,0,18.602906227111816,lose
1,0,20.845942735671997,lose
1,0,21.43649387359619,lose
1,0,22.922828674316406,lose
1,1,22.97187328338623,win
1,0,23.003902435302734,win
1,1,23.05194592475891,win
1,1,23.153038024902344,win
1,0,23.980789184570312,lose
1,0,26.027655363082886,lose
1,0,28.598490476608276,lose
1,0,29.849625825881958,lose
1,0,32.09166121482849,lose
1,0,32.99249458312988,lose
1,0,33.14463210105896,lose
1,0,35.18748092651367,lose
1,0,37.00212216377258,lose
1,0,38.81827688217163,lose
1,0,40.52682662010193,lose
1,0,41.44767737388611,lose
1,0,43.01909065246582,lose
1,0,44.93282914161682,lose
1,0,44.982874631881714,lose
1,0,45.03091835975647,lose
1,0,0.9138317108154297,lose
1,0,1.9828014373779297,lose
1,0,3.5602352619171143,lose
1,1,5.239758491516113,win
1,1,6.586982250213623,win
1,0,8.8165123462677,lose
1,0,10.058640718460083,lose
1,0,11.094581842422485,lose
1,0,12.126526832580566,lose
1,0,13.376668691635132,lose
1,0,13.410692691802979,win
1,0,14.779928922653198,lose
1,0,15.812867164611816,lose
1,0,16.28830099105835,lose
1,0,18.653953552246094,lose
1,0,20.887982606887817,lose
1,0,21.927926540374756,lose
1,0,22.17114806175232,lose
1,0,23.883715391159058,lose
1,0,0.40036463737487793,lose
1,0,1.4122848510742188,lose
1,0,2.322112560272217,lose
1,1,3.671339988708496,win
1,0,5.169703960418701,lose
1,0,5.22275185585022,lose
1,0,7.0374016761779785,lose
1,0,7.069430828094482,win
1,0,9.07977294921875,lose
1,0,11.302787780761719,lose
1,0,13.00733733177185,lose
1,0,13.576870203018188,lose
1,0,15.154289722442627,lose
1,0,16.394418001174927,lose
1,0,17.944836139678955,lose
1,0,19.295562267303467,lose
1,0,21.33241629600525,lose
1,0,22.2172212600708,lose
1,0,24.89866065979004,lose
1,0,27.130691289901733,lose
1,0,1.7535958290100098,lose
1,0,1.805643081665039,lose
1,1,3.1548707485198975,win
1,1,4.510104417800903,win
1,1,6.248684883117676,win
1,0,7.4027345180511475,lose
1,0,7.553872346878052,lose
1,0,9.034725427627563,lose
1,0,11.434910297393799,lose
1,0,12.800152063369751,lose
1,0,15.455566167831421,lose
1,0,16.688687324523926,lose
1,0,18.389235019683838,lose
1,0,19.084867477416992,lose
1,0,21.250343084335327,lose
1,0,22.15116262435913,lose
1,0,23.508398056030273,lose
1,0,24.0939302444458,lose
1,0,25.327051639556885,lose
1,0,25.893582105636597,lose
1,0,26.148798942565918,lose
1,0,26.299936771392822,lose
1,0,27.530056476593018,lose
1,0,29.090476036071777,lose
1,0,29.34170389175415,lose
1,0,30.90964412689209,lose
1,0,32.38497757911682,lose
1,0,33.28079175949097,lose
1,0,35.18654131889343,lose
1,0,36.56077599525452,lose
1,0,37.046217918395996,lose
1,0,37.62274169921875,lose
1,0,39.429386138916016,lose
1,0,40.34372353553772,lose
1,0,43.103235721588135,lose
1,0,43.67975974082947,lose
1,0,44.166203022003174,lose
1,0,44.8728449344635,lose
1,0,45.91479468345642,lose
1,0,0.18116426467895508,lose
1,0,0.2152094841003418,win
1,0,5.262786626815796,lose
1,0,5.2968175411224365,win
1,0,8.51926040649414,lose
1,0,9.984586000442505,lose
1,0,10.900418758392334,lose
1,0,11.47794485092163,lose
1,0,12.707077741622925,lose
1,0,15.391504049301147,lose
1,0,16.864845037460327,lose
1,0,17.451378107070923,lose
1,0,17.924808979034424,lose
1,0,20.27445101737976,lose
1,0,21.748793601989746,lose
1,0,23.324241399765015,lose
1,0,25.007757902145386,lose
1,0,26.90748643875122,lose
1,0,27.610133409500122,lose
1,0,28.50193762779236,lose
1,0,28.53496742248535,win
1,0,30.7665011882782,lose
1,0,32.458040714263916,lose
1,0,33.8222815990448,lose
1,0,36.623831033706665,lose
1,0,38.21429109573364,lose
1,0,40.22461152076721,lose
1,0,40.71205544471741,lose
1,0,40.86319303512573,lose
1,0,41.753002643585205,lose
1,0,43.30641579627991,lose
1,0,43.547635316848755,lose
1,0,44.36838150024414,lose
1,0,45.83171367645264,lose
1,0,45.865745067596436,win
1,0,46.45628881454468,lose
1,0,48.01870346069336,lose
1,0,49.578123331069946,lose
1,0,51.25516223907471,lose
1,0,53.15588402748108,lose
1,0,53.4101300239563,lose
1,0,55.77227067947388,lose
1,0,57.45979857444763,lose
1,0,58.61184620857239,lose
1,0,60.31039094924927,lose
1,0,61.2107150554657,lose
1,0,63.11744952201843,lose
1,0,63.59788703918457,lose
1,0,65.16831469535828,lose
1,0,67.85676074028015,lose
1,0,69.88960909843445,lose
1,0,71.57664942741394,lose
1,0,71.60867834091187,win
1,0,73.53342819213867,lose
1,0,75.09384775161743,lose
1,0,76.00567650794983,lose
1,0,76.60122585296631,lose
1,0,76.65327262878418,lose
1,0,79.21559500694275,lose
1,0,81.2604546546936,lose
1,0,81.29148244857788,win
1,0,82.65723991394043,lose
1,0,83.68516731262207,lose
1,0,85.37370324134827,lose
1,0,87.41155672073364,lose
1,0,88.55960178375244,lose
1,0,92.11783933639526,lose
1,0,92.15187001228333,win
1,0,93.71379685401917,lose
1,0,95.74264192581177,lose
1,0,97.32908535003662,lose
1,0,97.81152296066284,lose
1,0,97.84355235099792,win
1,0,98.98859357833862,lose
1,0,99.81135678291321,lose
1,0,101.16557359695435,lose
1,0,101.86922216415405,lose
1,0,103.00575304031372,lose
1,0,104.49710941314697,lose
1,0,105.07463359832764,lose
1,0,105.6681740283966,lose
1,0,107.22358703613281,lose
1,0,107.47281408309937,lose
1,0,107.96327447891235,lose
1,0,109.43659901618958,lose
1,0,110.58164024353027,lose
1,0,111.61458015441895,lose
1,0,113.09342908859253,lose
1,0,114.32254791259766,lose
1,0,115.89397859573364,lose
1,0,115.92700839042664,win
1,0,116.62464237213135,lose
1,0,118.5243866443634,lose
1,0,118.57441711425781,lose
1,0,120.13083362579346,lose
1,0,120.18288135528564,lose
1,0,121.33092594146729,lose
1,0,123.14057183265686,lose
1,0,124.51033234596252,lose
1,0,127.7412781715393,lose
1,0,129.28666853904724,lose
1,0,130.85609579086304,lose
1,0,133.07911920547485,lose
1,0,136.44117760658264,lose
1,0,137.01069450378418,lose
1,0,137.83345746994019,lose
1,0,138.5330798625946,lose
1,0,139.10660028457642,lose
1,0,140.67653369903564,lose
1,0,142.57826447486877,lose
1,0,143.82740807533264,lose
1,0,145.72312474250793,lose
1,0,148.21138715744019,lose
1,0,149.77480840682983,lose
1,0,151.35975456237793,lose
1,0,153.28450536727905,lose
1,0,155.85484433174133,lose
1,0,157.75857520103455,lose
1,0,160.32290840148926,lose
1,0,162.02696418762207,lose
1,0,162.8356990814209,lose
1,0,164.41013145446777,lose
1,0,166.7722795009613,lose
1,0,169.13143277168274,lose
1,0,171.48956942558289,lose
1,0,172.30982041358948,lose
1,0,174.80208706855774,lose
1,0,177.170241355896,lose
1,0,177.20327138900757,win
1,0,179.23612070083618,lose
1,0,180.92465472221375,lose
1,0,182.9800295829773,lose
1,0,185.01488041877747,lose
1,0,186.90760135650635,lose
1,0,188.83835983276367,lose
1,0,190.73708486557007,lose
1,0,191.431715965271,lose
1,0,192.58076167106628,lose
1,0,194.14769172668457,lose
1,0,196.3797209262848,lose
1,0,196.97025895118713,lose
1,0,197.88709259033203,lose
1,0,199.69773936271667,lose
1,0,200.93586611747742,lose
1,0,202.30711388587952,lose
1,0,203.87904930114746,lose
1,0,204.69178867340088,lose
1,0,206.261216878891,lose
